Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$13,900",0.04%,"$2,387.94","$13,848.92",$231.85,0.107,$41.95,0.007,$167.80,1.029,$126.84,0.827,$52.10,0.494,$48.89,0.081,$1.74,0.017,$38.20,0.757,$109.51,1.392,$93.22,3.026,$104.84,0.716,$50.04,0.476,$6.85,0.058,$47.95,0.18,$0.02,0,$235.40,1.876,0.022,0,$164.52,5.623,$170.36,0.815,$18.15,0.061,$1.95,0.004,$3.10,0.038,$49.00,0.455,$25.24,0.02,$23.65,0.061,$0.31,0.002,$1.43,0.014,$10.38,0.11,$27.82,0.647,$29.02,0.48,$64.20,2.546,$106.76,0.688,$128.64,1.187,0.007,0.012,0.014,0.016,0.017,0.017,0.018,0.018,0.018,0.018,$91.95,0.6,$49.39,0.33,$27.10,0.19,$15.61,0.11,$9.30,0.07,$5.72,0.04,$3.62,0.03,$2.40,0.02,$1.62,0.01,$1.10,0.01
"$14,000",0.04%,"$2,394.42","$13,951.29",$233.48,0.107,$42.67,0.008,$167.88,1.029,$127.05,0.828,$52.22,0.495,$49.21,0.081,$1.74,0.017,$38.36,0.759,$109.61,1.393,$93.36,3.029,$104.97,0.717,$50.09,0.476,$6.85,0.058,$48.03,0.18,$0.02,0,$236.61,1.88,0.022,0,$164.70,5.627,$170.83,0.815,$18.23,0.061,$1.97,0.004,$3.13,0.039,$49.08,0.456,$25.50,0.02,$23.71,0.061,$0.31,0.002,$1.44,0.014,$10.44,0.11,$27.91,0.649,$29.09,0.481,$64.28,2.548,$107.67,0.691,$128.93,1.189,0.007,0.012,0.014,0.016,0.017,0.017,0.018,0.018,0.018,0.018,$92.01,0.6,$49.44,0.33,$27.13,0.19,$15.62,0.11,$9.30,0.07,$5.72,0.04,$3.62,0.03,$2.40,0.02,$1.62,0.01,$1.10,0.01
"$14,100",0.04%,"$2,400.85","$14,050.41",$234.27,0.107,$44.02,0.008,$167.96,1.03,$127.33,0.831,$52.29,0.495,$49.42,0.082,$1.75,0.017,$38.46,0.761,$109.71,1.393,$93.56,3.032,$105.15,0.718,$50.14,0.476,$6.87,0.058,$48.15,0.18,$0.02,0,$237.71,1.883,0.022,0,$164.86,5.632,$171.50,0.816,$18.26,0.061,$2.00,0.004,$3.15,0.039,$49.14,0.457,$25.65,0.021,$23.77,0.061,$0.31,0.002,$1.45,0.014,$10.48,0.111,$27.98,0.65,$29.19,0.482,$64.37,2.55,$108.52,0.693,$129.19,1.19,0.007,0.012,0.015,0.016,0.017,0.018,0.018,0.018,0.019,0.019,$92.08,0.6,$49.49,0.33,$27.17,0.19,$15.65,0.11,$9.32,0.07,$5.73,0.04,$3.63,0.03,$2.40,0.02,$1.62,0.01,$1.10,0.01
"$14,200",0.04%,"$2,407.25","$14,149.39",$235.13,0.108,$44.68,0.008,$168.06,1.03,$127.61,0.833,$52.36,0.496,$49.58,0.082,$1.75,0.017,$38.52,0.762,$109.83,1.394,$93.77,3.035,$105.30,0.718,$50.19,0.477,$6.87,0.058,$48.24,0.18,$0.02,0,$238.98,1.887,0.023,0,$165.08,5.636,$172.07,0.817,$18.36,0.062,$2.03,0.004,$3.16,0.039,$49.20,0.457,$25.73,0.021,$23.85,0.061,$0.31,0.002,$1.45,0.014,$10.52,0.111,$28.00,0.651,$29.25,0.483,$64.51,2.553,$109.65,0.697,$129.33,1.19,0.007,0.012,0.015,0.016,0.017,0.018,0.018,0.019,0.019,0.019,$92.17,0.6,$49.57,0.33,$27.24,0.19,$15.70,0.11,$9.36,0.07,$5.77,0.04,$3.66,0.03,$2.42,0.02,$1.64,0.01,$1.11,0.01
"$14,300",0.04%,"$2,413.60","$14,245.82",$235.99,0.108,$45.69,0.008,$168.16,1.031,$127.85,0.835,$52.67,0.498,$49.70,0.082,$1.77,0.017,$38.59,0.763,$109.94,1.395,$93.93,3.039,$105.44,0.719,$50.24,0.477,$6.88,0.058,$48.32,0.18,$0.02,0,$240.20,1.891,0.023,0,$165.26,5.64,$172.67,0.818,$18.42,0.062,$2.07,0.004,$3.20,0.039,$49.47,0.459,$25.81,0.021,$23.90,0.061,$0.33,0.002,$1.45,0.014,$10.53,0.111,$28.05,0.652,$29.35,0.484,$64.59,2.555,$110.64,0.699,$129.55,1.192,0.007,0.012,0.015,0.017,0.018,0.018,0.019,0.019,0.019,0.019,$92.26,0.6,$49.63,0.33,$27.27,0.19,$15.72,0.11,$9.37,0.07,$5.77,0.04,$3.66,0.03,$2.42,0.02,$1.64,0.01,$1.11,0.01
"$14,400",0.04%,"$2,419.92","$14,349.23",$237.02,0.108,$46.52,0.008,$168.25,1.032,$128.06,0.836,$53.07,0.501,$49.85,0.082,$1.78,0.017,$38.70,0.765,$110.12,1.396,$94.14,3.042,$105.58,0.72,$50.30,0.478,$6.88,0.058,$48.40,0.18,$0.02,0,$241.34,1.895,0.023,0,$165.43,5.645,$173.19,0.819,$18.46,0.062,$2.09,0.004,$3.24,0.039,$49.83,0.462,$25.89,0.021,$23.95,0.062,$0.33,0.003,$1.45,0.014,$10.56,0.111,$28.14,0.654,$29.43,0.485,$64.70,2.557,$111.60,0.702,$129.73,1.193,0.007,0.013,0.015,0.017,0.018,0.018,0.019,0.019,0.019,0.02,$92.33,0.6,$49.68,0.34,$27.31,0.19,$15.74,0.11,$9.39,0.07,$5.78,0.04,$3.67,0.03,$2.43,0.02,$1.64,0.01,$1.11,0.01
"$14,500",0.04%,"$2,426.20","$14,449.48",$237.92,0.108,$47.44,0.008,$168.32,1.032,$128.31,0.838,$53.11,0.502,$50.24,0.083,$1.78,0.017,$38.79,0.767,$110.42,1.397,$94.27,3.044,$105.71,0.721,$50.37,0.478,$6.88,0.058,$48.47,0.18,$0.02,0,$242.28,1.898,0.023,0,$165.63,5.65,$173.74,0.82,$18.54,0.062,$2.17,0.004,$3.24,0.039,$49.87,0.462,$26.16,0.021,$24.08,0.062,$0.33,0.003,$1.45,0.014,$10.58,0.112,$28.21,0.655,$29.50,0.486,$64.77,2.558,$112.30,0.704,$129.97,1.194,0.007,0.013,0.016,0.017,0.018,0.019,0.019,0.019,0.02,0.02,$92.39,0.6,$49.72,0.34,$27.33,0.19,$15.76,0.11,$9.40,0.07,$5.79,0.04,$3.67,0.03,$2.43,0.02,$1.64,0.01,$1.12,0.01
"$14,600",0.03%,"$2,432.45","$14,548.38",$238.44,0.109,$48.87,0.008,$168.38,1.032,$128.63,0.84,$53.17,0.502,$50.42,0.083,$1.79,0.017,$38.93,0.768,$110.52,1.398,$94.39,3.047,$105.86,0.721,$50.42,0.479,$6.89,0.058,$48.55,0.18,$0.02,0,$243.26,1.901,0.024,0,$165.76,5.653,$174.14,0.82,$18.60,0.062,$2.19,0.004,$3.27,0.039,$49.90,0.463,$26.28,0.021,$24.14,0.062,$0.33,0.003,$1.46,0.014,$10.65,0.112,$28.28,0.656,$29.55,0.486,$64.84,2.56,$113.08,0.706,$130.18,1.195,0.007,0.013,0.016,0.017,0.018,0.019,0.019,0.02,0.02,0.02,$92.43,0.6,$49.75,0.34,$27.35,0.19,$15.77,0.11,$9.40,0.07,$5.80,0.04,$3.68,0.03,$2.43,0.02,$1.64,0.01,$1.12,0.01
"$14,700",0.04%,"$2,438.66","$14,648.72",$239.28,0.109,$49.77,0.008,$168.43,1.033,$128.98,0.843,$53.27,0.503,$50.75,0.083,$1.79,0.017,$39.09,0.77,$110.60,1.399,$94.50,3.049,$106.13,0.723,$50.49,0.48,$6.90,0.058,$48.74,0.18,$0.02,0,$244.38,1.906,0.024,0,$166.12,5.658,$174.88,0.822,$18.68,0.062,$2.26,0.004,$3.30,0.04,$49.97,0.463,$26.52,0.021,$24.23,0.062,$0.33,0.003,$1.46,0.014,$10.70,0.113,$28.38,0.658,$29.61,0.487,$64.89,2.562,$113.87,0.708,$130.51,1.197,0.007,0.013,0.016,0.018,0.019,0.019,0.02,0.02,0.02,0.02,$92.48,0.6,$49.79,0.34,$27.38,0.19,$15.79,0.11,$9.42,0.07,$5.81,0.04,$3.69,0.03,$2.44,0.02,$1.65,0.01,$1.12,0.01
"$14,800",0.04%,"$2,444.83","$14,745.88",$240.14,0.109,$50.46,0.008,$168.53,1.033,$129.21,0.844,$53.35,0.503,$50.89,0.083,$1.79,0.017,$39.22,0.772,$110.79,1.399,$94.67,3.053,$106.26,0.723,$50.54,0.48,$6.92,0.058,$48.81,0.18,$0.02,0,$245.57,1.91,0.024,0,$166.39,5.664,$175.81,0.823,$18.71,0.062,$2.32,0.004,$3.32,0.04,$50.02,0.464,$26.61,0.021,$24.29,0.062,$0.33,0.003,$1.46,0.014,$10.77,0.113,$28.46,0.659,$29.69,0.488,$64.98,2.564,$114.83,0.711,$130.74,1.199,0.007,0.013,0.016,0.018,0.019,0.019,0.02,0.02,0.02,0.02,$92.56,0.6,$49.85,0.34,$27.43,0.19,$15.82,0.11,$9.44,0.07,$5.82,0.04,$3.70,0.03,$2.45,0.02,$1.65,0.01,$1.12,0.01
"$14,900",0.04%,"$2,450.96","$14,853.41",$240.88,0.109,$51.41,0.009,$168.58,1.034,$129.49,0.846,$53.63,0.505,$51.10,0.084,$1.79,0.017,$39.50,0.775,$110.88,1.4,$94.80,3.055,$106.40,0.724,$50.59,0.481,$6.92,0.059,$48.88,0.19,$0.02,0,$246.48,1.913,0.024,0,$167.02,5.669,$176.32,0.824,$18.78,0.062,$2.34,0.004,$3.36,0.04,$50.27,0.466,$26.75,0.021,$24.36,0.062,$0.33,0.003,$1.46,0.014,$10.99,0.114,$28.51,0.66,$29.74,0.489,$65.06,2.566,$115.54,0.713,$130.94,1.2,0.007,0.013,0.016,0.018,0.019,0.02,0.02,0.02,0.021,0.021,$92.60,0.6,$49.88,0.34,$27.44,0.19,$15.83,0.11,$9.45,0.07,$5.82,0.04,$3.70,0.03,$2.45,0.02,$1.65,0.01,$1.12,0.01
"$15,000",0.04%,"$2,457.06","$14,954.43",$242.14,0.109,$52.31,0.009,$168.63,1.034,$129.71,0.848,$53.82,0.507,$51.25,0.084,$1.79,0.017,$39.67,0.776,$111.10,1.401,$94.97,3.058,$106.57,0.725,$50.63,0.481,$6.93,0.059,$49.01,0.19,$0.02,0,$247.87,1.916,0.025,0,$167.20,5.672,$176.82,0.825,$18.82,0.062,$2.38,0.004,$3.37,0.04,$50.45,0.467,$26.83,0.021,$24.42,0.063,$0.33,0.003,$1.46,0.014,$11.12,0.115,$28.55,0.661,$29.82,0.49,$65.14,2.568,$116.78,0.715,$131.09,1.201,0.008,0.013,0.016,0.018,0.019,0.02,0.02,0.02,0.021,0.021,$92.64,0.6,$49.90,0.34,$27.46,0.19,$15.84,0.11,$9.46,0.07,$5.83,0.04,$3.70,0.03,$2.45,0.02,$1.65,0.01,$1.12,0.01
"$20,000",1.40%,"$2,722.25","$17,258.00",$278.79,0.118,$102.01,0.013,$172.06,1.055,$139.96,0.917,$58.63,0.543,$59.05,0.094,$2.02,0.019,$45.31,0.855,$115.45,1.434,$102.09,3.175,$113.31,0.758,$52.99,0.503,$7.29,0.061,$53.02,0.19,$0.03,0,$297.71,2.06,0.037,0,$175.20,5.83,$205.49,0.867,$22.36,0.067,$4.21,0.005,$4.16,0.044,$54.47,0.499,$31.86,0.024,$27.19,0.07,$0.41,0.003,$1.61,0.016,$13.68,0.135,$31.62,0.72,$33.02,0.526,$69.07,2.649,$155.76,0.811,$141.94,1.249,0.011,0.021,0.025,0.028,0.03,0.031,0.031,0.032,0.032,0.032,$95.49,0.62,$52.11,0.35,$29.10,0.2,$17.02,0.12,$10.28,0.08,$6.41,0.05,$4.11,0.03,$2.76,0.02,$1.89,0.02,$1.31,0.01
"$25,000",0.94%,"$2,929.96","$22,263.22",$304.05,0.123,$154.61,0.017,$174.24,1.068,$149.28,0.972,$61.65,0.564,$64.72,0.101,$2.09,0.019,$49.87,0.907,$118.77,1.456,$107.36,3.263,$118.44,0.783,$54.88,0.518,$7.49,0.063,$56.07,0.2,$0.09,0,$344.58,2.176,0.049,0,$180.79,5.948,$229.56,0.897,$24.23,0.069,$7.24,0.006,$5.19,0.049,$56.46,0.515,$35.56,0.026,$29.16,0.075,$0.44,0.003,$1.65,0.016,$16.35,0.151,$33.53,0.755,$35.49,0.553,$71.87,2.71,$192.50,0.891,$152.08,1.284,0.015,0.027,0.033,0.037,0.039,0.041,0.042,0.042,0.043,0.043,$97.28,0.63,$53.47,0.36,$30.06,0.21,$17.68,0.13,$10.73,0.08,$6.72,0.05,$4.32,0.03,$2.90,0.02,$1.99,0.02,$1.38,0.01
"$30,000",0.61%,"$3,100.20","$27,373.57",$326.07,0.128,$198.07,0.02,$175.92,1.078,$155.79,1.007,$63.77,0.578,$69.11,0.106,$2.22,0.02,$54.05,0.951,$120.49,1.471,$110.93,3.33,$122.59,0.8,$56.27,0.53,$7.63,0.064,$58.68,0.21,$0.10,0,$380.19,2.258,0.058,0,$184.76,6.036,$249.02,0.919,$26.93,0.073,$10.76,0.007,$5.98,0.052,$57.79,0.526,$38.56,0.028,$30.55,0.078,$0.53,0.004,$1.70,0.017,$18.88,0.166,$35.17,0.785,$37.20,0.572,$73.73,2.758,$219.57,0.944,$160.62,1.314,0.017,0.031,0.039,0.044,0.046,0.048,0.049,0.05,0.051,0.051,$98.70,0.64,$54.59,0.37,$30.91,0.21,$18.31,0.13,$11.20,0.08,$7.07,0.05,$4.59,0.04,$3.12,0.03,$2.17,0.02,$1.53,0.01
"$35,000",0.45%,"$3,244.18","$32,430.84",$342.76,0.131,$237.17,0.022,$177.85,1.085,$161.57,1.033,$66.84,0.601,$73.55,0.111,$2.30,0.021,$58.11,0.988,$121.97,1.483,$114.21,3.387,$126.10,0.815,$57.67,0.54,$7.71,0.064,$60.71,0.21,$0.16,0,$411.12,2.326,0.066,0,$188.16,6.107,$264.19,0.936,$28.56,0.075,$16.26,0.008,$6.87,0.056,$59.97,0.545,$41.68,0.029,$31.87,0.082,$0.57,0.004,$1.73,0.017,$21.75,0.178,$36.35,0.81,$38.99,0.591,$75.22,2.796,$243.46,0.988,$167.66,1.338,0.019,0.034,0.043,0.049,0.052,0.054,0.056,0.057,0.058,0.058,$100.32,0.64,$55.88,0.37,$31.90,0.22,$19.05,0.13,$11.74,0.08,$7.44,0.05,$4.81,0.04,$3.28,0.03,$2.30,0.02,$1.63,0.01
"$40,000",0.33%,"$3,368.85","$37,489.76",$352.61,0.133,$272.36,0.024,$178.74,1.09,$166.22,1.05,$70.63,0.625,$76.51,0.115,$2.41,0.022,$61.72,1.015,$123.34,1.493,$116.94,3.429,$129.39,0.829,$58.86,0.549,$7.78,0.065,$62.75,0.22,$0.25,0,$438.20,2.383,0.073,0,$190.87,6.156,$275.51,0.947,$30.29,0.076,$22.23,0.009,$8.28,0.06,$62.35,0.565,$43.67,0.03,$32.84,0.084,$0.63,0.004,$1.78,0.018,$24.45,0.189,$37.27,0.826,$40.57,0.607,$76.37,2.822,$264.06,1.026,$174.14,1.358,0.02,0.037,0.047,0.053,0.057,0.059,0.061,0.062,0.063,0.064,$101.08,0.65,$56.48,0.37,$32.35,0.22,$19.37,0.13,$11.97,0.08,$7.60,0.06,$4.92,0.04,$3.36,0.03,$2.35,0.02,$1.67,0.01
"$45,000",0.26%,"$3,478.94","$42,516.56",$360.78,0.135,$306.87,0.025,$179.33,1.094,$169.97,1.063,$72.10,0.633,$78.62,0.118,$2.44,0.022,$64.98,1.036,$124.25,1.499,$119.08,3.462,$132.98,0.843,$60.71,0.559,$7.87,0.065,$64.40,0.22,$0.27,0,$460.37,2.428,0.079,0,$192.55,6.196,$286.95,0.956,$31.31,0.077,$30.15,0.01,$9.00,0.062,$63.10,0.571,$44.93,0.031,$33.68,0.086,$0.64,0.004,$1.80,0.018,$27.02,0.196,$37.96,0.84,$41.70,0.618,$77.38,2.844,$280.45,1.054,$179.91,1.374,0.021,0.039,0.05,0.057,0.061,0.064,0.066,0.067,0.068,0.069,$101.58,0.65,$56.86,0.38,$32.62,0.22,$19.57,0.13,$12.11,0.09,$7.69,0.06,$4.99,0.04,$3.41,0.03,$2.39,0.02,$1.69,0.01
"$50,000",0.23%,"$3,576.66","$47,407.60",$367.04,0.136,$341.34,0.027,$179.99,1.098,$171.95,1.072,$74.22,0.641,$80.98,0.121,$2.54,0.023,$68.84,1.061,$124.95,1.505,$121.24,3.494,$135.84,0.854,$61.75,0.566,$7.92,0.066,$66.17,0.22,$0.34,0,$480.87,2.468,0.084,0,$194.29,6.23,$300.58,0.964,$32.80,0.078,$38.02,0.012,$9.67,0.065,$64.54,0.576,$46.53,0.032,$34.45,0.088,$0.74,0.005,$1.80,0.018,$30.05,0.206,$38.78,0.855,$42.75,0.628,$78.49,2.866,$295.27,1.081,$185.60,1.387,0.022,0.041,0.052,0.059,0.064,0.067,0.069,0.071,0.072,0.073,$102.13,0.65,$57.29,0.38,$32.98,0.22,$19.85,0.14,$12.34,0.09,$7.89,0.06,$5.17,0.04,$3.57,0.03,$2.53,0.02,$1.82,0.02
"$100,000",1.10%,"$4,169.48","$69,995.56",$405.92,0.143,$566.32,0.034,$183.32,1.117,$185.62,1.12,$86.68,0.698,$94.97,0.14,$2.97,0.025,$81.36,1.154,$128.19,1.536,$133.22,3.691,$155.59,0.915,$69.72,0.606,$8.18,0.068,$77.69,0.24,$1.17,0,$633.14,2.747,0.121,0,$207.19,6.425,$376.02,1.006,$39.44,0.083,$176.02,0.031,$16.27,0.079,$70.41,0.619,$55.78,0.037,$39.19,0.102,$1.10,0.007,$1.87,0.019,$39.80,0.25,$41.56,0.904,$49.42,0.702,$83.80,2.989,$395.81,1.257,$237.34,1.49,0.027,0.05,0.065,0.075,0.082,0.087,0.091,0.094,0.096,0.098,$104.95,0.67,$59.55,0.39,$34.71,0.23,$21.19,0.14,$13.35,0.09,$8.66,0.06,$5.74,0.04,$4.00,0.03,$2.86,0.02,$2.06,0.02
"$200,000",0.49%,"$4,609.10","$137,668.33",$423.86,0.147,$794.51,0.04,$185.50,1.127,$199.91,1.15,$91.49,0.724,$108.97,0.158,$3.19,0.027,$87.64,1.195,$129.80,1.555,$142.76,3.837,$184.53,0.971,$79.61,0.641,$8.38,0.069,$96.53,0.26,$2.14,0,$790.42,3.024,0.156,0,$213.47,6.529,$414.07,1.025,$44.34,0.085,$297.58,0.043,$17.70,0.082,$73.79,0.642,$64.76,0.042,$44.20,0.116,$1.27,0.008,$1.92,0.019,$44.87,0.271,$42.77,0.924,$55.61,0.766,$87.15,3.071,$502.59,1.449,$287.82,1.575,0.03,0.055,0.072,0.084,0.093,0.099,0.105,0.109,0.113,0.116,$106.81,0.68,$61.09,0.4,$35.97,0.24,$22.20,0.15,$14.17,0.1,$9.31,0.06,$6.28,0.04,$4.45,0.03,$3.22,0.02,$2.37,0.02
"$300,000",0.14%,"$4,779.37","$240,630.48",$430.39,0.148,$899.78,0.042,$187.03,1.131,$206.16,1.16,$92.89,0.728,$116.76,0.168,$3.34,0.028,$89.16,1.205,$130.52,1.562,$148.40,3.914,$205.52,1,$84.10,0.656,$8.48,0.069,$112.95,0.27,$3.07,0,$901.36,3.203,0.173,0.01,$215.43,6.561,$428.90,1.031,$46.45,0.086,$342.89,0.046,$18.67,0.084,$74.22,0.644,$70.45,0.045,$46.31,0.123,$1.41,0.009,$1.92,0.019,$46.20,0.278,$42.96,0.927,$59.65,0.809,$88.75,3.106,$584.52,1.585,$316.83,1.618,0.031,0.056,0.074,0.087,0.096,0.104,0.11,0.115,0.119,0.123,$108.19,0.68,$62.29,0.4,$37.01,0.24,$23.09,0.15,$14.94,0.1,$9.97,0.07,$6.87,0.05,$4.97,0.03,$3.69,0.03,$2.78,0.02
"$400,000",0.11%,"$4,799.08","$317,489.93",$435.22,0.149,"$1,038.67",0.045,$187.47,1.134,$210.15,1.17,$93.69,0.731,$122.78,0.178,$3.47,0.029,$90.29,1.214,$131.29,1.573,$159.89,4.033,$221.85,1.025,$86.71,0.668,$8.62,0.07,$126.52,0.29,$3.61,0,"$1,011.58",3.382,0.209,0.01,$217.59,6.59,$438.79,1.035,$47.94,0.086,$384.81,0.049,$18.88,0.085,$74.81,0.646,$75.06,0.048,$47.72,0.13,$1.52,0.01,$1.95,0.02,$47.19,0.284,$43.10,0.93,$70.15,0.882,$89.74,3.151,$664.34,1.717,$347.24,1.665,0.031,0.058,0.076,0.09,0.1,0.108,0.115,0.121,0.125,0.13,$108.59,0.69,$62.64,0.4,$37.32,0.24,$23.36,0.15,$15.17,0.1,$10.18,0.07,$7.05,0.05,$5.13,0.04,$3.84,0.03,$2.92,0.02
"$500,000",0.00%,"$4,799.08",.,$435.22,0.149,"$1,038.67",0.045,$187.47,1.134,$210.15,1.17,$93.69,0.731,$122.78,0.178,$3.47,0.029,$90.29,1.214,$131.29,1.573,$159.89,4.033,$221.85,1.025,$86.71,0.668,$8.62,0.07,$126.52,0.29,$3.61,0,"$1,011.58",3.382,0.209,0.01,$217.59,6.59,$438.79,1.035,$47.94,0.086,$384.81,0.049,$18.88,0.085,$74.81,0.646,$75.06,0.048,$47.72,0.13,$1.52,0.01,$1.95,0.02,$47.19,0.284,$43.10,0.93,$70.15,0.882,$89.74,3.151,$664.34,1.717,$347.24,1.665,0.031,0.058,0.076,0.09,0.1,0.108,0.115,0.121,0.125,0.13,$108.59,0.69,$62.64,0.4,$37.32,0.24,$23.36,0.15,$15.17,0.1,$10.18,0.07,$7.05,0.05,$5.13,0.04,$3.84,0.03,$2.92,0.02
"$1,000,000",0.00%,"$4,799.08",.,$435.22,0.149,"$1,038.67",0.045,$187.47,1.134,$210.15,1.17,$93.69,0.731,$122.78,0.178,$3.47,0.029,$90.29,1.214,$131.29,1.573,$159.89,4.033,$221.85,1.025,$86.71,0.668,$8.62,0.07,$126.52,0.29,$3.61,0,"$1,011.58",3.382,0.209,0.01,$217.59,6.59,$438.79,1.035,$47.94,0.086,$384.81,0.049,$18.88,0.085,$74.81,0.646,$75.06,0.048,$47.72,0.13,$1.52,0.01,$1.95,0.02,$47.19,0.284,$43.10,0.93,$70.15,0.882,$89.74,3.151,$664.34,1.717,$347.24,1.665,0.031,0.058,0.076,0.09,0.1,0.108,0.115,0.121,0.125,0.13,$108.59,0.69,$62.64,0.4,$37.32,0.24,$23.36,0.15,$15.17,0.1,$10.18,0.07,$7.05,0.05,$5.13,0.04,$3.84,0.03,$2.92,0.02
"$2,000,000",0.00%,"$4,799.08",.,$435.22,0.149,"$1,038.67",0.045,$187.47,1.134,$210.15,1.17,$93.69,0.731,$122.78,0.178,$3.47,0.029,$90.29,1.214,$131.29,1.573,$159.89,4.033,$221.85,1.025,$86.71,0.668,$8.62,0.07,$126.52,0.29,$3.61,0,"$1,011.58",3.382,0.209,0.01,$217.59,6.59,$438.79,1.035,$47.94,0.086,$384.81,0.049,$18.88,0.085,$74.81,0.646,$75.06,0.048,$47.72,0.13,$1.52,0.01,$1.95,0.02,$47.19,0.284,$43.10,0.93,$70.15,0.882,$89.74,3.151,$664.34,1.717,$347.24,1.665,0.031,0.058,0.076,0.09,0.1,0.108,0.115,0.121,0.125,0.13,$108.59,0.69,$62.64,0.4,$37.32,0.24,$23.36,0.15,$15.17,0.1,$10.18,0.07,$7.05,0.05,$5.13,0.04,$3.84,0.03,$2.92,0.02
Unlimited,0.00%,"$4,799.08",.,$435.22,0.149,"$1,038.67",0.045,$187.47,1.134,$210.15,1.17,$93.69,0.731,$122.78,0.178,$3.47,0.029,$90.29,1.214,$131.29,1.573,$159.89,4.033,$221.85,1.025,$86.71,0.668,$8.62,0.07,$126.52,0.29,$3.61,0,"$1,011.58",3.382,0.209,0.01,$217.59,6.59,$438.79,1.035,$47.94,0.086,$384.81,0.049,$18.88,0.085,$74.81,0.646,$75.06,0.048,$47.72,0.13,$1.52,0.01,$1.95,0.02,$47.19,0.284,$43.10,0.93,$70.15,0.882,$89.74,3.151,$664.34,1.717,$347.24,1.665,0.031,0.058,0.076,0.09,0.1,0.108,0.115,0.121,0.125,0.13,$108.59,0.69,$62.64,0.4,$37.32,0.24,$23.36,0.15,$15.17,0.1,$10.18,0.07,$7.05,0.05,$5.13,0.04,$3.84,0.03,$2.92,0.02
